fpl_id,opta_id,first_name,second_name,web_name,known_name,team_fpl_id,team_opta_id,team_name,team_short_name,element_type,position,status,news,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,now_cost,selected_by_percent
481,545477,Alex,Murphy,A.Murphy,Alex Murphy,15,4,Newcastle,NEW,2,DEF,a,,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,2.2,0.0,0.0,0.2,38,0.7
482,441024,Harrison,Ashby,Ashby,,15,4,Newcastle,NEW,2,DEF,u,has joined Bradford City on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.1
483,578512,Miodrag,Pivaš,Pivas,,15,4,Newcastle,NEW,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,0.4
484,169359,Matt,Targett,Targett,,15,4,Newcastle,NEW,2,DEF,u,has joined Middlesbrough on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.1
485,232826,Anthony,Gordon,Gordon,,15,4,Newcastle,NEW,3,MID,a,,101,1798,6,4,8,30,0,0,0,3,1,0,10,352,393.8,404.2,514.0,130.9,74,7.5
486,449434,Anthony,Elanga,Elanga,,15,4,Newcastle,NEW,3,MID,a,,43,1208,0,1,2,26,0,0,0,0,0,0,0,165,125.2,261.4,169.0,55.3,65,2.7
487,201666,Harvey,Barnes,Barnes,,15,4,Newcastle,NEW,3,MID,a,,84,1667,5,0,5,26,0,0,0,1,0,0,8,270,302.0,315.1,582.0,119.5,61,1.2
488,208706,Bruno,Guimarães Rodriguez Moura,Bruno G.,Bruno Guimarães,15,4,Newcastle,NEW,3,MID,i,Hamstring injury - Expected back 25 Apr,134,2019,9,6,6,31,0,0,0,5,0,0,19,584,682.6,634.3,365.0,168.3,68,4.4
489,114243,Jacob,Murphy,J.Murphy,Jacob Murphy,15,4,Newcastle,NEW,3,MID,a,,67,1326,3,1,7,16,0,0,0,1,0,0,2,267,278.0,332.9,319.0,92.1,59,0.6
490,180974,Joelinton Cássio,Apolinário de Lira,Joelinton,Joelinton,15,4,Newcastle,NEW,3,MID,s,Suspended until 02 May,67,1770,2,1,5,25,0,0,0,10,0,0,2,281,304.6,262.6,311.0,87.9,59,0.3
491,432422,Sandro,Tonali,Tonali,,15,4,Newcastle,NEW,3,MID,a,,73,2127,0,2,7,33,0,0,0,3,0,0,2,405,344.0,448.6,165.0,96.1,53,1.1
492,640108,Antoñito,Cordero Campillo,Antoñito C.,,15,4,Newcastle,NEW,3,MID,u,has joined Cadiz on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,0.0
494,200089,Joe,Willock,Willock,,15,4,Newcastle,NEW,3,MID,a,,28,693,0,1,3,13,0,0,0,3,0,0,0,114,96.2,147.8,112.0,35.5,50,0.1
495,153127,Isaac,Hayden,Hayden,,15,4,Newcastle,NEW,3,MID,u,Has departed the club as a free agent.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
496,564510,Garang,Kuol,Kuol,,15,4,Newcastle,NEW,3,MID,u,has joined Sparta Prague permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0.0
497,547719,Lewis,Miley,L.Miley,,15,4,Newcastle,NEW,3,MID,a,,64,1223,1,4,2,18,0,0,0,0,0,0,5,296,296.8,231.0,132.0,66.0,44,1.8
498,461484,Joe,White,White,,15,4,Newcastle,NEW,3,MID,u,has joined Bradford City on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
500,538207,William,Osula,Osula,,15,4,Newcastle,NEW,4,FWD,a,,39,364,3,1,1,8,0,0,0,0,0,0,4,142,112.6,18.2,137.0,26.6,54,0.2
501,599303,Sean,Neave,Neave,,15,4,Newcastle,NEW,4,FWD,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,0.3
674,225321,Aaron,Ramsdale,Ramsdale,,15,4,Newcastle,NEW,1,GK,a,,24,913,0,0,1,15,0,0,0,2,0,24,1,104,200.6,10.0,0.0,21.0,48,0.8
684,465642,Malick,Thiaw,Thiaw,,15,4,Newcastle,NEW,2,DEF,a,,116,2423,4,0,5,44,0,0,0,4,0,0,12,371,750.0,105.3,356.0,120.8,51,6.8
689,623110,Seung-Soo,Park,Seung soo,Park Seung-Soo,15,4,Newcastle,NEW,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,0.5
714,470313,Nick,Woltemade,Woltemade,,15,4,Newcastle,NEW,4,FWD,a,,94,1666,7,4,7,27,1,0,0,0,0,0,10,334,390.0,206.6,390.0,97.6,67,6.7
753,19236,John,Ruddy,Ruddy,,15,4,Newcastle,NEW,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
765,553746,Leo,Shahar,Shahar,,15,4,Newcastle,NEW,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
772,666607,Sam,Alabi,Alabi,,15,4,Newcastle,NEW,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
12,206325,Oleksandr,Zinchenko,Zinchenko,,16,17,Nott'm Forest,NFO,2,DEF,u,has joined Ajax permanently.,7,352,0,0,0,6,0,0,0,0,0,0,0,56,80.8,83.4,22.0,18.6,49,0.2
400,88248,Stefan,Ortega Moreno,Ortega Moreno,,16,17,Nott'm Forest,NFO,1,GK,a,,11,270,0,0,1,4,0,0,0,0,0,8,0,38,68.6,0.0,0.0,6.9,47,0.2
426,432714,James,McAtee,McAtee,,16,17,Nott'm Forest,NFO,3,MID,a,,9,173,0,0,0,8,0,0,0,1,0,0,0,32,17.6,45.5,12.0,7.6,50,0.1
502,85633,Matz,Sels,Sels,,16,17,Nott'm Forest,NFO,1,GK,a,,80,2127,0,0,6,32,0,0,0,2,0,72,3,328,537.0,10.0,0.0,54.7,46,4.8
503,475123,Carlos Miguel,dos Santos Pereira,C.Miguel,,16,17,Nott'm Forest,NFO,1,GK,u,Has joined Palmeiras permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.1
504,224068,Matt,Turner,Turner,,16,17,Nott'm Forest,NFO,1,GK,u,Has joined Lyon permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.1
505,227444,Nikola,Milenković,Milenković,,16,17,Nott'm Forest,NFO,2,DEF,a,,98,2880,0,0,8,44,1,0,0,6,0,0,2,338,572.0,41.4,108.0,72.4,51,3.2
506,575476,Murillo,Costa dos Santos,Murillo,Murillo,16,17,Nott'm Forest,NFO,2,DEF,a,,82,2089,1,0,6,29,2,0,0,5,0,0,3,325,530.6,115.2,82.0,72.8,52,2.2
507,159506,Ola,Aina,Aina,,16,17,Nott'm Forest,NFO,2,DEF,a,,56,1407,0,1,5,18,0,0,0,3,0,0,5,224,255.6,156.9,57.0,47.1,47,2.4
508,215136,Neco,Williams,N.Williams,,16,17,Nott'm Forest,NFO,2,DEF,a,,115,2708,2,3,8,41,0,0,0,5,1,0,15,474,704.0,496.7,325.0,152.5,47,3.4
509,451432,David,Mota Veiga Teixeira do Carmo,David Carmo,,16,17,Nott'm Forest,NFO,2,DEF,u,has joined Real Oviedo on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
510,575458,Jair,Paula da Cunha Filho,Jair Cunha,Jair Cunha,16,17,Nott'm Forest,NFO,2,DEF,d,Foot injury - 50% chance of playing,5,214,0,0,0,4,0,0,0,0,0,0,0,18,46.2,0.8,10.0,5.6,42,0.1
511,485047,Felipe,Rodrigues da Silva,Morato,Morato,16,17,Nott'm Forest,NFO,2,DEF,a,,35,938,0,0,2,17,0,0,0,4,0,0,1,145,233.8,20.8,59.0,31.4,43,0.1
512,204822,Omar,Richards,O.Richards,,16,17,Nott'm Forest,NFO,2,DEF,u,has joined Rio Ave on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
513,549067,Zach,Abbott,Abbott,,16,17,Nott'm Forest,NFO,2,DEF,a,,2,120,0,0,0,4,0,0,0,0,0,0,0,1,25.4,6.3,0.0,3.2,38,0.3
514,90585,Willy,Boly,Boly,,16,17,Nott'm Forest,NFO,2,DEF,i,Knee injury - Unknown return date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,0.3
515,222531,Morgan,Gibbs-White,Gibbs-White,,16,17,Nott'm Forest,NFO,3,MID,a,,135,2723,9,2,9,40,0,0,0,1,0,0,11,529,576.6,654.5,644.0,187.3,74,5.2
516,209046,Callum,Hudson-Odoi,Hudson-Odoi,,16,17,Nott'm Forest,NFO,3,MID,a,,88,1838,3,4,6,26,0,0,0,0,0,0,8,358,366.6,611.7,330.0,130.6,57,0.7
517,215379,Elliot,Anderson,Anderson,,16,17,Nott'm Forest,NFO,3,MID,a,,142,2863,2,3,9,43,0,0,0,6,0,0,10,650,715.6,849.0,251.0,181.9,56,8.0
518,510500,João Pedro,Ferreira da Silva,Jota,,16,17,Nott'm Forest,NFO,3,MID,u,has joined Besiktas on loan for the rest of the season.,1,11,0,0,0,0,0,0,0,0,0,0,0,6,5.0,0.5,4.0,1.0,54,0.0
519,250199,Nicolás,Domínguez,Dominguez,,16,17,Nott'm Forest,NFO,3,MID,a,,39,938,1,0,3,18,0,0,0,2,0,0,3,171,192.4,155.9,126.0,47.5,50,0.0
520,243345,Lewis,O'Brien,O'Brien,,16,17,Nott'm Forest,NFO,3,MID,u,Has joined Wrexham permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0.0
521,210462,Ibrahim,Sangaré,Sangaré,,16,17,Nott'm Forest,NFO,3,MID,a,,79,1854,2,2,8,23,0,0,0,5,0,0,2,328,384.8,185.7,124.0,69.6,49,0.1
522,204968,Ryan,Yates,Yates,,16,17,Nott'm Forest,NFO,3,MID,a,,21,405,0,1,0,5,0,0,0,1,0,0,0,88,79.4,48.7,38.0,16.4,47,0.1
523,569014,Eric,da Silva Moreira,Da Silva Moreira,,16,17,Nott'm Forest,NFO,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.1
524,495161,Marko,Stamenić,Stamenic,,16,17,Nott'm Forest,NFO,3,MID,u,Has joined Swansea City permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
525,60689,Chris,Wood,Wood,,16,17,Nott'm Forest,NFO,4,FWD,a,,26,563,2,0,1,8,0,0,0,0,0,0,3,86,77.6,50.4,188.0,30.6,71,4.5
526,482973,Igor Jesus,Maciel da Cruz,Igor Jesus,Igor Jesus,16,17,Nott'm Forest,NFO,4,FWD,a,,83,1882,3,4,8,32,0,0,0,0,0,0,8,273,258.6,180.4,565.0,98.0,58,1.3
527,210156,Taiwo,Awoniyi,Awoniyi,,16,17,Nott'm Forest,NFO,4,FWD,a,,20,268,2,0,0,2,0,0,0,1,0,0,1,81,85.4,41.9,151.0,27.3,52,0.3
669,456512,Dan,Ndoye,Ndoye,,16,17,Nott'm Forest,NFO,3,MID,a,,50,1167,1,2,2,17,0,0,0,1,0,0,4,178,166.4,217.7,180.0,56.6,55,0.7
675,107265,Angus,Gunn,Gunn,,16,17,Nott'm Forest,NFO,1,GK,a,,1,45,0,0,0,0,0,0,0,0,0,0,0,4,1.2,0.0,0.0,0.1,40,1.1
693,503301,Omari,Hutchinson,Hutchinson,,16,17,Nott'm Forest,NFO,3,MID,a,,65,1341,1,5,5,18,0,0,0,1,0,0,3,263,260.2,420.8,306.0,98.5,54,0.1
696,465680,Arnaud,Kalimuendo,Kalimuendo,,16,17,Nott'm Forest,NFO,4,FWD,u,has joined Eintracht Frankfurt on loan for the rest of the season.,9,89,0,0,0,3,0,0,0,0,0,0,0,24,6.8,17.7,39.0,6.3,60,0.1
715,221389,John Victor,Maciel Furtado,John,John Victor,16,17,Nott'm Forest,NFO,1,GK,i,Knee injury - Expected back 01 Jun,11,437,0,0,1,8,0,0,0,1,0,6,0,32,56.4,0.0,0.0,5.7,40,0.3
716,500151,Nicolò,Savona,Savona,,16,17,Nott'm Forest,NFO,2,DEF,i,Knee injury - Unknown return date,39,1025,2,0,3,18,0,0,0,2,0,0,0,131,216.6,123.2,94.0,43.5,45,0.1
729,560441,Luis Eduardo,Soares da Silva,Cuiabano,,16,17,Nott'm Forest,NFO,2,DEF,u,has joined Vasco de Gama on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
734,476887,Dilane,Bakwa,Bakwa,,16,17,Nott'm Forest,NFO,3,MID,a,,14,342,0,1,0,8,0,0,0,1,0,0,0,55,49.8,113.9,78.0,23.8,59,0.0
805,469130,Lorenzo,Lucca,Lucca,,16,17,Nott'm Forest,NFO,4,FWD,a,,8,119,1,0,1,1,0,0,0,0,0,0,0,34,37.2,12.7,31.0,7.9,54,0.0
814,470315,Luca,Netz,Netz,,16,17,Nott'm Forest,NFO,2,DEF,a,,2,48,0,0,0,0,0,0,0,0,0,0,0,8,7.8,1.7,2.0,1.1,45,0.0
528,232571,Anthony,Patterson,Patterson,,17,56,Sunderland,SUN,1,GK,u,has joined Millwall on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,0.2
529,74854,Simon,Moore,Moore,,17,56,Sunderland,SUN,1,GK,i,Hand injury - Unknown return date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.3
530,490000,Blondy,Nna Noukeu,Nna Noukeu,,17,56,Sunderland,SUN,1,GK,u,has joined US Boulogne CO permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.1
531,223827,Daniel,Ballard,Ballard,,17,56,Sunderland,SUN,2,DEF,d,Hamstring injury - 50% chance of playing,118,2004,2,2,6,28,0,0,0,3,0,0,9,363,637.4,177.3,353.0,116.9,47,3.3
532,487676,Trai,Hume,Hume,,17,56,Sunderland,SUN,2,DEF,a,,88,2587,0,1,8,33,0,0,0,9,0,0,6,316,408.6,301.3,193.0,89.4,45,0.3
533,220684,Aji,Alese,Alese,,17,56,Sunderland,SUN,2,DEF,u,has joined Portsmouth on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
534,232820,Joe,Anderson,Anderson,,17,56,Sunderland,SUN,2,DEF,u,has joined Barrow FC permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,0.3
535,461195,Dennis,Cirkin,Cirkin,,17,56,Sunderland,SUN,2,DEF,a,,14,301,0,0,1,2,0,0,0,1,0,0,0,44,58.2,8.9,8.0,7.1,40,0.0
536,477547,Leo Fuhr,Hjelde,Hjelde,,17,56,Sunderland,SUN,2,DEF,u,has joined Sheffield United on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
537,492066,Niall,Huggins,Huggins,,17,56,Sunderland,SUN,2,DEF,u,has joined Wycombe Wanderers on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.1
538,514613,Zak,Johnson,Johnson,,17,56,Sunderland,SUN,2,DEF,u,has joined York City on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,0.2
539,167512,Luke,O'Nien,O'Nien,,17,56,Sunderland,SUN,2,DEF,a,,16,318,0,0,2,1,0,0,0,1,1,0,0,59,34.6,4.8,12.0,5.2,40,0.1
540,465702,Timothée,Pembélé,Pembele,,17,56,Sunderland,SUN,2,DEF,u,has joined Le Havre AC on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.3
541,434399,Reinildo,Mandava,Reinildo,Reinildo Mandava,17,56,Sunderland,SUN,2,DEF,a,,58,1518,0,2,5,20,0,0,0,7,1,0,6,210,300.6,96.3,37.0,43.6,38,2.8
542,519634,Jenson,Seelt,Seelt,,17,56,Sunderland,SUN,2,DEF,u,has joined Wolfsburg on loan for the rest of the season.,2,133,0,0,0,2,0,0,0,0,0,0,0,11,33.6,2.4,0.0,3.6,40,0.1
543,535818,Simon,Adingra,Adingra,,17,56,Sunderland,SUN,3,MID,u,has joined AS Monaco on loan for the rest of the season.,34,649,1,1,4,8,0,0,0,2,0,0,3,81,81.4,116.8,75.0,27.0,49,0.3
544,547027,Habib,Diarra,Diarra,,17,56,Sunderland,SUN,3,MID,a,,57,1189,2,5,5,11,0,0,0,4,0,0,3,174,134.0,98.5,188.0,41.0,53,0.1
545,124165,Patrick,Roberts,Roberts,,17,56,Sunderland,SUN,3,MID,u,has joined Birmingham City permanently.,1,27,0,0,0,1,0,0,0,0,0,0,0,4,1.8,7.3,5.0,1.4,54,0.0
546,626844,Milan,Aleksić,Aleksić,,17,56,Sunderland,SUN,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,0.0
547,484420,Enzo,Le Fée,E.Le Fée,,17,56,Sunderland,SUN,3,MID,a,,111,2390,4,4,9,31,0,0,1,5,0,0,8,460,553.4,600.6,203.0,135.9,49,1.1
548,461199,Romaine,Mundle,Mundle,,17,56,Sunderland,SUN,3,MID,i,Hamstring injury - Expected back 01 Jun,14,399,0,0,0,11,0,0,0,1,0,0,0,42,29.4,33.6,69.0,12.7,49,0.0
549,223336,Dan,Neil,Neil,,17,56,Sunderland,SUN,3,MID,u,has joined Ipswich Town on loan for the rest of the season.,3,13,0,0,0,0,0,0,0,0,0,0,0,10,3.0,1.4,0.0,0.4,48,0.0
550,215460,Ian,Poveda-Ocampo,Poveda,,17,56,Sunderland,SUN,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,0.0
551,554197,Chris,Rigg,Rigg,,17,56,Sunderland,SUN,3,MID,a,,23,637,0,0,3,4,0,0,0,1,0,0,1,87,54.2,121.3,63.0,23.8,47,0.0
552,577669,Noah,Sadiki,Sadiki,,17,56,Sunderland,SUN,3,MID,a,,64,2384,0,1,8,30,0,0,0,7,0,0,0,334,287.8,235.1,113.0,63.7,49,0.1
553,549912,Chemsdine,Talbi,Talbi,,17,56,Sunderland,SUN,3,MID,a,,76,1328,4,2,6,12,0,0,0,0,0,0,6,231,228.0,195.5,215.0,63.4,49,0.2
554,477851,Abdoullah,Ba,Ba,,17,56,Sunderland,SUN,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,0.3
555,171422,Alan,Browne,Browne,,17,56,Sunderland,SUN,3,MID,u,has joined Middlesbrough on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
556,458297,Pierre,Ekwah Elimby,Ekwah,,17,56,Sunderland,SUN,3,MID,u,Has joined AS Saint-Etienne permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
557,547410,Harrison,Jones,H.Jones,Harrison Jones,17,56,Sunderland,SUN,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,0.1
558,493837,Jay,Matete,Matete,,17,56,Sunderland,SUN,3,MID,u,has joined MK Dons permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,0.2
559,500696,Nectarios,Triantis,Triantis,,17,56,Sunderland,SUN,3,MID,u,has joined Minnesota United permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0.0
560,437505,Wilson,Isidor,Isidor,,17,56,Sunderland,SUN,4,FWD,a,,61,1057,4,1,4,15,0,0,0,1,0,0,7,196,168.8,24.2,384.0,57.6,50,1.3
561,564406,Eliezer,Mayenda Dossou,Mayenda,,17,56,Sunderland,SUN,4,FWD,a,,39,750,2,0,3,9,0,0,0,0,0,0,5,121,117.6,53.8,188.0,35.5,52,0.5
562,611975,Ahmed,Abdullahi,Abdullahi,,17,56,Sunderland,SUN,4,FWD,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,0.4
563,551153,Luís Hemir,Silva Semedo,Luís Hemir,,17,56,Sunderland,SUN,4,FWD,u,has joined Moreirense on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0.1
564,440955,Nazarii,Rusyn,Rusyn,,17,56,Sunderland,SUN,4,FWD,u,has joined Arka on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0.1
668,84450,Granit,Xhaka,Xhaka,,17,56,Sunderland,SUN,3,MID,a,,104,2361,1,5,8,27,0,0,0,5,0,0,5,498,581.6,484.7,91.0,115.7,51,3.3
670,498016,Robin,Roefs,Roefs,,17,56,Sunderland,SUN,1,GK,a,,121,2610,0,0,9,34,0,1,0,3,0,92,12,516,758.8,40.0,0.0,79.8,48,7.7
678,105717,Arthur,Masuaku,Masuaku,,17,56,Sunderland,SUN,2,DEF,u,has joined RC Lens on loan for the rest of the season.,1,125,0,0,0,2,0,0,0,1,0,0,0,4,21.8,20.1,7.0,4.9,39,0.5
683,201895,Omar,Alderete,Alderete,,17,56,Sunderland,SUN,2,DEF,a,,109,2443,1,1,9,31,0,0,0,6,0,0,5,381,685.6,131.4,231.0,105.2,41,6.1
694,200834,Nordi,Mukiele,Mukiele,,17,56,Sunderland,SUN,2,DEF,a,,129,2244,2,5,8,28,1,0,0,4,0,0,10,436,603.8,288.6,164.0,105.7,45,6.8
724,247955,Lutsharel,Geertruida,Geertruida,,17,56,Sunderland,SUN,2,DEF,a,,46,1411,0,0,2,21,0,0,0,1,0,0,0,190,238.0,116.1,67.0,42.1,45,0.1
730,441264,Brian,Brobbey,Brobbey,,17,56,Sunderland,SUN,4,FWD,a,,73,1450,6,1,5,19,0,0,0,5,0,0,11,253,276.4,133.6,409.0,80.3,53,0.7
735,110504,Bertrand,Traoré,Traoré,Bertrand Traoré,17,56,Sunderland,SUN,3,MID,i,Knee injury - Expected back 02 May,30,634,1,1,3,9,0,0,0,1,0,0,1,118,115.6,108.4,135.0,35.9,55,0.0
774,232356,Jenson,Jones,Jenson Jones,Jenson Jones,17,56,Sunderland,SUN,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
775,604211,Tymur,Tutierov,Tutierov,,17,56,Sunderland,SUN,3,MID,u,has joined Exeter City on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
800,699989,Djiamgone Jocelin Ta,Bi,Jocelin.T,,17,56,Sunderland,SUN,3,MID,i,Ankle injury - Expected back 01 Jun,1,38,0,0,0,0,0,0,0,0,0,0,0,4,3.4,4.3,2.0,1.0,49,0.0
812,515046,Melker,Ellborg,Ellborg,,17,56,Sunderland,SUN,1,GK,a,,16,270,0,0,1,2,0,0,0,0,0,10,3,62,73.6,0.0,0.0,7.4,40,0.1
813,536661,Nilson,Angulo,Angulo,,17,56,Sunderland,SUN,3,MID,d,Unknown - 50% chance of playing,9,254,0,0,1,4,0,0,0,0,0,0,0,27,36.2,28.3,62.0,12.6,50,0.0
821,570929,Jack,Whittaker,Whittaker,,17,56,Sunderland,SUN,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
822,571087,Jaydon,Jones,Jones,Jaydon Jones,17,56,Sunderland,SUN,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
565,184254,Guglielmo,Vicario,Vicario,,18,6,Spurs,TOT,1,GK,d,Hernia - 50% chance of playing,90,2790,0,0,7,50,0,0,0,1,0,83,6,412,709.2,10.1,0.0,72.2,47,5.2
566,214572,Brandon,Austin,Austin,,18,6,Spurs,TOT,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.3
567,485055,Antonín,Kinský,Kinsky,,18,6,Spurs,TOT,1,GK,a,,2,90,0,0,0,1,0,0,0,0,0,1,0,9,13.4,0.0,0.0,1.3,39,1.6
568,441164,Pedro,Porro Sauceda,Pedro Porro,,18,6,Spurs,TOT,2,DEF,a,,84,2253,0,3,7,34,0,0,0,7,0,0,4,373,506.6,658.0,143.0,131.0,51,9.4
569,221632,Cristian,Romero,Romero,,18,6,Spurs,TOT,2,DEF,d,Knee injury - 75% chance of playing,91,1869,4,1,5,33,0,0,0,9,2,0,10,305,574.8,133.6,218.0,92.7,50,3.1
570,135720,Kevin,Danso,Danso,,18,6,Spurs,TOT,2,DEF,a,,39,949,0,0,2,19,0,0,0,4,0,0,1,135,274.6,12.7,42.0,33.0,42,0.1
571,115556,Ben,Davies,Davies,,18,6,Spurs,TOT,2,DEF,i,Ankle injury - Unknown return date,10,136,1,0,0,3,0,0,0,1,0,0,1,29,67.4,22.2,52.0,14.2,43,0.1
572,493125,Radu,Drăgușin,Dragusin,,18,6,Spurs,TOT,2,DEF,a,,15,513,0,0,0,13,0,0,0,0,0,0,0,26,122.2,3.2,27.0,15.3,45,0.0
573,232859,Djed,Spence,Spence,,18,6,Spurs,TOT,2,DEF,a,,60,1806,0,0,7,29,0,0,0,4,0,0,1,220,262.0,202.2,172.0,63.5,41,0.9
574,487053,Destiny,Udogie,Udogie,,18,6,Spurs,TOT,2,DEF,a,,16,929,0,1,0,20,0,0,0,3,0,0,0,68,160.8,157.2,88.0,40.7,43,0.3
575,491279,Micky,van de Ven,Van de Ven,,18,6,Spurs,TOT,2,DEF,a,,99,2501,4,1,7,44,0,0,0,8,1,0,10,346,603.2,81.2,206.0,88.9,44,18.5
576,548308,Ashley,Phillips,Phillips,,18,6,Spurs,TOT,2,DEF,u,Has joined Stoke City on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
577,553299,Takai,Kōta,Takai,,18,6,Spurs,TOT,2,DEF,u,has joined Borussia Mönchengladbach on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
578,610799,Luka,Vušković,Vuskovic,,18,6,Spurs,TOT,2,DEF,u,has joined Hamburger SV on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.3
579,85971,Son,Heung-min,Son,,18,6,Spurs,TOT,3,MID,u,has joined Los Angeles FC permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,85,0.1
581,172780,James,Maddison,Maddison,,18,6,Spurs,TOT,3,MID,i,Anterior cruciate ligament - Expected back 24 May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,0.1
